Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Sales,Profit,Region,Payment_Mode
ORD00034,2023-01-21,C002,Printer,Office,1,11399.63,1913.18,Nagpur,Cash
ORD00035,2023-01-21,C147,Mouse,Accessories,1,1274.14,162.34,Mumbai,Cash
ORD00036,2023-01-22,C116,Printer,Office,2,26168.91,5562.96,Mumbai,UPI
ORD00037,2023-01-22,C099,Printer,Office,4,52547.02,4285.92,Nagpur,Net Banking
ORD00038,2023-01-23,C194,Smartphone,Electronics,4,137833.34,18181.85,Mumbai,Net Banking
ORD00039,2023-01-24,C135,Laptop,Electronics,4,218284.59,29537.82,Mumbai,UPI
ORD00040,2023-01-24,C022,Printer,Office,1,13731.86,2365.06,Nashik,Debit Card
ORD00041,2023-01-25,C284,Headphones,Accessories,4,16536.19,2735.88,Nagpur,Net Banking
ORD00042,2023-01-25,C004,Keyboard,Accessories,1,2809.38,463.16,Mumbai,UPI
ORD00043,2023-01-26,C006,Printer,Office,1,12921.71,1647.84,Mumbai,Cash
ORD00044,2023-01-27,C181,Laptop,Electronics,1,60207.0,14318.08,Mumbai,Cash
ORD00045,2023-01-27,C256,Laptop,Electronics,4,221228.5,49708.55,Mumbai,Credit Card
ORD00046,2023-01-28,C058,Laptop,Electronics,2,104313.96,24946.3,Mumbai,Credit Card
ORD00047,2023-01-28,C299,Printer,Office,3,42149.64,8679.9,Nashik,Credit Card
ORD00048,2023-01-29,C013,Monitor,Electronics,2,32530.96,7082.62,Amravati,Credit Card
ORD00049,2023-01-30,C142,Monitor,Electronics,1,14671.27,1350.64,Amravati,Debit Card
ORD00050,2023-01-30,C288,Monitor,Electronics,3,50560.85,7273.13,Mumbai,UPI
ORD00051,2023-01-31,C271,Smartphone,Electronics,3,94094.8,8148.79,Mumbai,Cash
ORD00052,2023-02-01,C060,Mouse,Accessories,1,1416.14,312.6,Amravati,Cash
ORD00053,2023-02-01,C144,Mouse,Accessories,3,4832.13,910.19,Nashik,Credit Card
ORD00054,2023-02-02,C145,Keyboard,Accessories,2,6467.88,872.53,Mumbai,Cash
ORD00055,2023-02-02,C127,Smartphone,Electronics,3,95549.69,8957.63,Nagpur,Cash
ORD00056,2023-02-03,C001,Mouse,Accessories,1,1291.22,141.34,Pune,UPI
ORD00057,2023-02-04,C247,Printer,Office,1,13952.61,2567.18,Mumbai,Cash
ORD00058,2023-02-04,C086,Smartphone,Electronics,4,153390.57,16408.17,Nagpur,Net Banking
ORD00059,2023-02-05,C218,Headphones,Accessories,4,16374.94,2629.97,Pune,Net Banking
ORD00060,2023-02-05,C222,Monitor,Electronics,4,72000.06,7880.0,Nashik,Credit Card
ORD00061,2023-02-06,C250,Smartphone,Electronics,2,65437.35,9402.31,Mumbai,Credit Card
ORD00062,2023-02-07,C004,Printer,Office,1,13712.24,2354.31,Pune,UPI
ORD00063,2023-02-07,C163,Keyboard,Accessories,4,12374.11,2414.42,Amravati,UPI
ORD00064,2023-02-08,C101,Laptop,Electronics,1,64892.0,11210.41,Amravati,Debit Card
ORD00065,2023-02-08,C012,Laptop,Electronics,1,56566.41,7159.8,Pune,Net Banking
ORD00066,2023-02-09,C090,Tablet,Electronics,2,52192.98,10235.63,Nashik,Credit Card
ORD00067,2023-02-10,C114,Smartphone,Electronics,2,61249.61,10064.93,Nashik,Debit Card
ORD00068,2023-02-10,C277,Mouse,Accessories,4,5081.9,1041.6,Nashik,UPI
ORD00069,2023-02-11,C099,Keyboard,Accessories,2,6430.99,1144.12,Amravati,Credit Card
ORD00070,2023-02-11,C151,Laptop,Electronics,3,159106.34,28431.11,Nashik,Cash
ORD00071,2023-02-12,C273,Laptop,Electronics,3,199611.99,19468.37,Nagpur,Cash
ORD00072,2023-02-13,C187,Printer,Office,1,14509.91,1950.25,Mumbai,UPI
ORD00073,2023-02-13,C052,Keyboard,Accessories,4,11713.36,2284.7,Mumbai,Credit Card
ORD00074,2023-02-14,C099,Monitor,Electronics,4,67490.35,10544.4,Amravati,UPI
ORD00075,2023-02-15,C186,Keyboard,Accessories,3,8290.86,1975.36,Pune,Net Banking
ORD00076,2023-02-15,C146,Tablet,Electronics,3,76541.47,13226.8,Amravati,UPI
ORD00077,2023-02-16,C141,Smartphone,Electronics,2,63759.69,6012.42,Pune,UPI
ORD00078,2023-02-16,C005,Smartphone,Electronics,3,104409.69,20888.33,Nashik,Net Banking
ORD00079,2023-02-17,C145,Headphones,Accessories,3,12967.1,2978.04,Nagpur,Net Banking
ORD00080,2023-02-18,C275,Keyboard,Accessories,4,11604.43,1670.62,Nashik,Cash
ORD00081,2023-02-18,C173,Headphones,Accessories,3,12782.86,1264.27,Nashik,Credit Card
ORD00082,2023-02-19,C001,Keyboard,Accessories,2,5625.54,503.89,Mumbai,Net Banking
ORD00083,2023-02-19,C117,Keyboard,Accessories,2,5450.17,512.81,Pune,Cash
ORD00084,2023-02-20,C149,Mouse,Accessories,4,4397.67,767.49,Nashik,Debit Card
ORD00085,2023-02-21,C047,Keyboard,Accessories,1,3045.04,282.65,Nagpur,UPI
ORD00086,2023-02-21,C054,Headphones,Accessories,3,10962.88,1724.15,Mumbai,UPI
ORD00087,2023-02-22,C122,Tablet,Electronics,4,93448.42,12808.25,Amravati,Cash
ORD00088,2023-02-22,C178,Smartphone,Electronics,4,134505.29,18840.14,Amravati,Cash
ORD00089,2023-02-23,C201,Mouse,Accessories,1,1335.86,114.21,Nagpur,Net Banking
ORD00090,2023-02-24,C046,Keyboard,Accessories,1,2478.48,486.78,Mumbai,Net Banking
ORD00091,2023-02-24,C010,Headphones,Accessories,2,9084.61,2146.33,Pune,Debit Card
ORD00092,2023-02-25,C289,Mouse,Accessories,1,1182.88,99.93,Nagpur,Credit Card
ORD00093,2023-02-25,C283,Printer,Office,3,42177.69,6105.28,Nagpur,Net Banking
ORD00094,2023-02-26,C006,Laptop,Electronics,2,114892.04,9910.55,Amravati,UPI
ORD00095,2023-02-27,C053,Mouse,Accessories,3,4228.96,758.99,Nashik,Credit Card
ORD00096,2023-02-27,C078,Smartphone,Electronics,3,104723.09,12781.37,Nagpur,UPI
ORD00097,2023-02-28,C288,Tablet,Electronics,1,22457.75,4361.05,Pune,Cash
ORD00098,2023-03-01,C250,Monitor,Electronics,4,72797.86,6098.38,Pune,Debit Card
ORD00099,2023-03-01,C222,Tablet,Electronics,2,51908.15,9102.58,Mumbai,UPI
ORD00100,2023-03-02,C207,Laptop,Electronics,4,279790.43,45216.32,Nashik,Net Banking
ORD00101,2023-03-02,C286,Headphones,Accessories,2,8286.09,1519.46,Mumbai,Debit Card
ORD00102,2023-03-03,C166,Monitor,Electronics,2,35096.07,4885.49,Nagpur,Cash
ORD00103,2023-03-04,C138,Headphones,Accessories,3,14106.04,3038.44,Nagpur,Credit Card
ORD00104,2023-03-04,C069,Laptop,Electronics,4,261223.02,23839.24,Pune,Net Banking
ORD00105,2023-03-05,C111,Smartphone,Electronics,1,36049.34,4977.18,Nagpur,Debit Card
ORD00106,2023-03-05,C184,Headphones,Accessories,4,14545.78,2748.41,Nagpur,Debit Card
ORD00107,2023-03-06,C051,Printer,Office,3,43602.41,7949.99,Mumbai,Net Banking
ORD00108,2023-03-07,C022,Mouse,Accessories,2,2806.42,357.43,Nashik,UPI
ORD00109,2023-03-07,C218,Mouse,Accessories,1,1490.23,151.84,Nashik,Debit Card
ORD00110,2023-03-08,C121,Laptop,Electronics,2,125618.08,27120.91,Mumbai,Net Banking
ORD00111,2023-03-08,C056,Laptop,Electronics,2,130453.68,22336.33,Pune,Cash
ORD00112,2023-03-09,C154,Monitor,Electronics,2,35191.88,5582.52,Mumbai,Debit Card
ORD00113,2023-03-10,C274,Monitor,Electronics,3,52778.49,8996.58,Pune,Debit Card
ORD00114,2023-03-10,C119,Tablet,Electronics,3,83248.14,8143.98,Nashik,Cash
ORD00115,2023-03-11,C300,Smartphone,Electronics,3,96448.21,13085.57,Nagpur,UPI
ORD00116,2023-03-11,C067,Mouse,Accessories,4,5328.92,855.69,Nagpur,Net Banking
ORD00117,2023-03-12,C236,Smartphone,Electronics,3,118664.41,20744.46,Mumbai,Credit Card
ORD00118,2023-03-13,C282,Laptop,Electronics,1,67349.22,9545.0,Pune,Debit Card
ORD00119,2023-03-13,C150,Printer,Office,3,42316.64,5091.9,Nashik,Cash
ORD00120,2023-03-14,C095,Headphones,Accessories,3,12445.31,1181.57,Nagpur,Debit Card
ORD00121,2023-03-15,C220,Tablet,Electronics,3,79144.3,7838.98,Mumbai,Cash
ORD00122,2023-03-15,C094,Monitor,Electronics,2,35084.66,8622.46,Mumbai,UPI
ORD00123,2023-03-16,C133,Smartphone,Electronics,3,90950.84,20241.93,Pune,Cash
ORD00124,2023-03-16,C113,Tablet,Electronics,4,125056.41,20796.1,Amravati,UPI
ORD00125,2023-03-17,C259,Smartphone,Electronics,2,74136.47,7876.38,Nagpur,Credit Card
ORD00126,2023-03-18,C138,Printer,Office,2,24472.42,4240.15,Amravati,Credit Card
ORD00127,2023-03-18,C273,Mouse,Accessories,4,5375.01,1052.72,Nagpur,Debit Card
ORD00128,2023-03-19,C094,Monitor,Electronics,4,74908.5,13711.05,Nagpur,Net Banking
ORD00129,2023-03-19,C035,Headphones,Accessories,4,16706.63,1851.25,Nagpur,Cash
ORD00130,2023-03-20,C229,Printer,Office,1,14234.58,1477.0,Amravati,Debit Card
ORD00131,2023-03-21,C132,Mouse,Accessories,1,1475.36,249.22,Nagpur,Net Banking
ORD00132,2023-03-21,C295,Smartphone,Electronics,1,38288.28,7508.6,Mumbai,Net Banking
ORD00133,2023-03-22,C225,Headphones,Accessories,1,4133.06,493.8,Pune,Net Banking
ORD00134,2023-03-22,C198,Printer,Office,4,64213.63,11951.47,Mumbai,Debit Card
ORD00135,2023-03-23,C231,Printer,Office,2,29087.69,5393.22,Mumbai,Cash
ORD00136,2023-03-24,C289,Mouse,Accessories,2,2739.03,569.47,Amravati,Credit Card
ORD00137,2023-03-24,C159,Smartphone,Electronics,1,34442.87,7564.13,Amravati,Net Banking
ORD00138,2023-03-25,C157,Printer,Office,4,60467.42,8921.29,Nashik,Net Banking
ORD00139,2023-03-25,C243,Monitor,Electronics,4,76377.13,14434.9,Amravati,Cash
ORD00140,2023-03-26,C148,Smartphone,Electronics,3,114691.75,20854.97,Mumbai,Credit Card
ORD00141,2023-03-27,C218,Printer,Office,2,27461.18,3541.07,Nashik,Credit Card
ORD00142,2023-03-27,C171,Laptop,Electronics,1,57514.15,4778.2,Amravati,Cash
ORD00143,2023-03-28,C106,Keyboard,Accessories,4,12291.62,2461.16,Nagpur,Cash
ORD00144,2023-03-29,C051,Monitor,Electronics,2,36158.14,3316.3,Nashik,UPI
ORD00145,2023-03-29,C110,Headphones,Accessories,3,11452.73,2833.67,Amravati,UPI
ORD00146,2023-03-30,C149,Laptop,Electronics,3,193550.91,25731.73,Nagpur,Net Banking
ORD00147,2023-03-30,C075,Laptop,Electronics,2,119837.02,20534.94,Pune,Credit Card
ORD00148,2023-03-31,C128,Tablet,Electronics,2,45269.94,10689.92,Mumbai,Debit Card
ORD00149,2023-04-01,C198,Keyboard,Accessories,3,8597.16,1416.15,Nashik,UPI
ORD00150,2023-04-01,C150,Laptop,Electronics,1,62930.79,11245.73,Pune,Cash
ORD00151,2023-04-02,C148,Smartphone,Electronics,1,36355.6,5745.21,Amravati,Net Banking
ORD00152,2023-04-02,C224,Printer,Office,1,14063.17,1841.31,Nashik,Debit Card
ORD00153,2023-04-03,C286,Tablet,Electronics,4,102104.87,11478.31,Mumbai,Credit Card
ORD00154,2023-04-04,C194,Laptop,Electronics,2,130461.43,26273.63,Amravati,UPI
ORD00155,2023-04-04,C055,Smartphone,Electronics,2,63691.6,7065.17,Mumbai,Credit Card
ORD00156,2023-04-05,C087,Smartphone,Electronics,3,107232.42,20318.39,Amravati,Credit Card
ORD00157,2023-04-05,C255,Monitor,Electronics,1,19312.21,2378.51,Nashik,UPI
ORD00158,2023-04-06,C097,Monitor,Electronics,1,14537.51,1604.25,Amravati,Credit Card
ORD00159,2023-04-07,C165,Tablet,Electronics,4,103392.23,22453.12,Nashik,Credit Card
ORD00160,2023-04-07,C151,Monitor,Electronics,2,35397.47,3346.35,Nashik,Debit Card
ORD00161,2023-04-08,C197,Printer,Office,1,14467.35,2888.71,Amravati,Debit Card
ORD00162,2023-04-08,C119,Smartphone,Electronics,3,113111.79,16350.05,Amravati,Cash
ORD00163,2023-04-09,C280,Mouse,Accessories,1,1551.23,239.11,Nagpur,Credit Card
ORD00164,2023-04-10,C215,Headphones,Accessories,4,13604.84,3367.37,Nagpur,Credit Card
ORD00165,2023-04-10,C201,Tablet,Electronics,1,26516.75,4976.96,Mumbai,Cash
ORD00166,2023-04-11,C098,Smartphone,Electronics,2,60946.94,14206.57,Nashik,Debit Card
ORD00167,2023-04-12,C034,Headphones,Accessories,2,9128.4,1503.22,Nagpur,Net Banking
ORD00168,2023-04-12,C087,Laptop,Electronics,2,130857.18,28926.78,Nashik,Credit Card
ORD00169,2023-04-13,C098,Headphones,Accessories,1,3826.89,782.49,Amravati,Net Banking
ORD00170,2023-04-13,C173,Laptop,Electronics,1,60103.14,6600.11,Nagpur,Credit Card
ORD00171,2023-04-14,C193,Mouse,Accessories,4,5469.59,766.61,Mumbai,Net Banking
ORD00172,2023-04-15,C149,Keyboard,Accessories,3,9875.33,1201.92,Mumbai,Debit Card
ORD00173,2023-04-15,C098,Printer,Office,4,52212.5,9204.48,Nashik,UPI
ORD00174,2023-04-16,C227,Smartphone,Electronics,4,153576.58,26380.35,Amravati,Debit Card
ORD00175,2023-04-16,C296,Laptop,Electronics,2,124894.38,17303.52,Nagpur,UPI
ORD00176,2023-04-17,C042,Laptop,Electronics,1,76911.63,15153.78,Nagpur,Debit Card
ORD00177,2023-04-18,C012,Tablet,Electronics,2,54622.54,6896.9,Mumbai,Net Banking
ORD00178,2023-04-18,C017,Keyboard,Accessories,3,9555.39,2254.53,Pune,UPI
ORD00179,2023-04-19,C264,Monitor,Electronics,1,17990.0,4108.93,Nashik,UPI
ORD00180,2023-04-19,C198,Monitor,Electronics,1,15848.86,3133.11,Nagpur,Credit Card
ORD00181,2023-04-20,C086,Laptop,Electronics,4,269297.27,29810.62,Pune,Net Banking
ORD00182,2023-04-21,C215,Monitor,Electronics,1,18052.75,2035.3,Nashik,Credit Card
ORD00183,2023-04-21,C103,Monitor,Electronics,2,35338.58,5965.64,Nagpur,Debit Card
ORD00184,2023-04-22,C131,Keyboard,Accessories,4,11218.33,1814.91,Nashik,Debit Card
ORD00185,2023-04-22,C004,Printer,Office,2,27850.15,3720.76,Nashik,UPI
ORD00186,2023-04-23,C108,Mouse,Accessories,2,2876.2,484.43,Pune,Debit Card
ORD00187,2023-04-24,C039,Smartphone,Electronics,2,75224.72,16232.98,Amravati,Net Banking
ORD00188,2023-04-24,C245,Headphones,Accessories,1,4168.36,618.29,Amravati,UPI
ORD00189,2023-04-25,C065,Printer,Office,4,53884.14,5150.72,Nagpur,Debit Card
ORD00190,2023-04-26,C146,Mouse,Accessories,2,2502.9,326.6,Nashik,UPI
ORD00191,2023-04-26,C187,Printer,Office,1,13974.4,1413.57,Pune,Net Banking
ORD00192,2023-04-27,C198,Mouse,Accessories,1,1325.17,126.16,Mumbai,Net Banking
ORD00193,2023-04-27,C063,Smartphone,Electronics,1,35384.12,5246.35,Nashik,Debit Card
ORD00194,2023-04-28,C226,Mouse,Accessories,2,2866.35,341.71,Nagpur,Credit Card
ORD00195,2023-04-29,C009,Laptop,Electronics,1,68124.34,7955.23,Mumbai,Cash
ORD00196,2023-04-29,C178,Smartphone,Electronics,1,39111.54,4285.15,Pune,UPI
ORD00197,2023-04-30,C089,Printer,Office,3,40963.61,4835.71,Nagpur,Cash
ORD00198,2023-04-30,C105,Headphones,Accessories,1,4379.25,418.45,Mumbai,Debit Card
ORD00199,2023-05-01,C261,Keyboard,Accessories,1,2925.28,559.87,Mumbai,Debit Card
ORD00200,2023-05-02,C038,Smartphone,Electronics,4,140999.47,17335.93,Mumbai,Net Banking
ORD00201,2023-05-02,C284,Printer,Office,2,28686.46,2828.76,Nashik,Net Banking
ORD00202,2023-05-03,C224,Laptop,Electronics,2,126366.45,20746.2,Nashik,Debit Card
ORD00203,2023-05-03,C237,Smartphone,Electronics,3,114028.52,20088.91,Nagpur,Debit Card
ORD00204,2023-05-04,C059,Printer,Office,4,50030.43,6088.63,Mumbai,UPI
ORD00205,2023-05-05,C133,Mouse,Accessories,3,4232.32,474.73,Mumbai,Net Banking
ORD00206,2023-05-05,C023,Smartphone,Electronics,1,32674.79,2776.44,Pune,Credit Card
ORD00207,2023-05-06,C258,Printer,Office,3,42063.16,3373.06,Nashik,Net Banking
ORD00208,2023-05-06,C013,Keyboard,Accessories,3,8503.26,959.44,Mumbai,UPI
ORD00209,2023-05-07,C163,Laptop,Electronics,1,61720.28,5032.81,Mumbai,Credit Card
ORD00210,2023-05-08,C060,Laptop,Electronics,4,234864.77,52332.72,Nashik,Net Banking
ORD00211,2023-05-08,C192,Headphones,Accessories,4,16754.01,4038.4,Nagpur,Cash
ORD00212,2023-05-09,C193,Headphones,Accessories,1,3822.06,684.03,Pune,Debit Card
ORD00213,2023-05-10,C007,Smartphone,Electronics,2,80144.81,14510.0,Nashik,Debit Card
ORD00214,2023-05-10,C058,Laptop,Electronics,2,119044.76,17048.6,Pune,Credit Card
ORD00215,2023-05-11,C157,Headphones,Accessories,2,7262.61,1562.32,Mumbai,Cash
ORD00216,2023-05-11,C084,Printer,Office,2,27234.99,5756.93,Mumbai,Debit Card
ORD00217,2023-05-12,C084,Tablet,Electronics,1,26208.07,5916.5,Mumbai,UPI
ORD00218,2023-05-13,C058,Mouse,Accessories,3,4227.95,562.45,Amravati,Credit Card
ORD00219,2023-05-13,C271,Mouse,Accessories,3,4173.38,595.33,Amravati,Debit Card
ORD00220,2023-05-14,C145,Printer,Office,4,54321.53,6058.99,Nashik,Net Banking
ORD00221,2023-05-14,C181,Printer,Office,3,46920.48,3896.11,Amravati,Credit Card
ORD00222,2023-05-15,C153,Tablet,Electronics,4,81372.69,17528.6,Nagpur,Cash
ORD00223,2023-05-16,C214,Keyboard,Accessories,4,10168.54,1091.49,Nashik,Net Banking
ORD00224,2023-05-16,C064,Smartphone,Electronics,4,142053.41,21826.78,Nashik,UPI
ORD00225,2023-05-17,C095,Printer,Office,1,13667.85,2208.58,Mumbai,Net Banking
ORD00226,2023-05-17,C267,Laptop,Electronics,1,60048.56,14528.77,Mumbai,UPI
ORD00227,2023-05-18,C202,Laptop,Electronics,4,303144.51,60452.79,Pune,Cash
ORD00228,2023-05-19,C233,Laptop,Electronics,2,126957.29,21686.99,Nashik,UPI
ORD00229,2023-05-19,C090,Mouse,Accessories,4,4936.7,1215.26,Pune,Credit Card
ORD00230,2023-05-20,C123,Monitor,Electronics,2,31637.82,2752.53,Nagpur,UPI
ORD00231,2023-05-20,C178,Monitor,Electronics,3,59639.05,13601.57,Amravati,Cash
ORD00232,2023-05-21,C007,Headphones,Accessories,3,12506.56,2732.94,Mumbai,Cash
ORD00233,2023-05-22,C127,Printer,Office,4,61613.22,9966.16,Nagpur,Cash
ORD00234,2023-05-22,C012,Smartphone,Electronics,2,72109.13,6769.4,Amravati,Net Banking
ORD00235,2023-05-23,C173,Laptop,Electronics,1,55812.35,8926.13,Nashik,Net Banking
ORD00236,2023-05-24,C082,Monitor,Electronics,4,75447.27,12425.66,Pune,Debit Card
ORD00237,2023-05-24,C093,Headphones,Accessories,1,3693.89,722.67,Nagpur,Cash
ORD00238,2023-05-25,C024,Laptop,Electronics,2,133416.25,32464.53,Amravati,Net Banking
ORD00239,2023-05-25,C228,Keyboard,Accessories,4,10158.62,2065.19,Pune,Credit Card
ORD00240,2023-05-26,C243,Keyboard,Accessories,2,6736.56,1289.05,Mumbai,Credit Card
ORD00241,2023-05-27,C225,Headphones,Accessories,1,4239.5,794.33,Mumbai,Credit Card
ORD00242,2023-05-27,C087,Printer,Office,4,50189.35,11771.19,Pune,Cash
ORD00243,2023-05-28,C041,Headphones,Accessories,2,6439.09,590.8,Amravati,Net Banking
ORD00244,2023-05-28,C084,Monitor,Electronics,2,35947.65,6021.91,Pune,UPI
ORD00245,2023-05-29,C164,Tablet,Electronics,1,22944.94,4852.63,Nashik,Debit Card
ORD00246,2023-05-30,C080,Smartphone,Electronics,3,114476.85,17760.41,Pune,Net Banking
ORD00247,2023-05-30,C171,Smartphone,Electronics,4,136818.76,16730.39,Amravati,UPI
ORD00248,2023-05-31,C284,Laptop,Electronics,4,281529.77,39716.14,Nagpur,Debit Card
ORD00249,2023-05-31,C044,Mouse,Accessories,3,4086.62,913.4,Amravati,Cash
ORD00250,2023-06-01,C130,Tablet,Electronics,1,28210.32,2420.78,Nagpur,Net Banking
ORD00251,2023-06-02,C179,Keyboard,Accessories,2,5822.36,778.72,Amravati,Credit Card
ORD00252,2023-06-02,C251,Keyboard,Accessories,1,2733.24,441.64,Mumbai,Credit Card
ORD00253,2023-06-03,C178,Laptop,Electronics,2,121744.33,15001.11,Amravati,Cash
ORD00254,2023-06-03,C234,Monitor,Electronics,4,68186.91,6993.35,Amravati,Credit Card
ORD00255,2023-06-04,C086,Mouse,Accessories,1,1245.69,149.33,Pune,UPI
ORD00256,2023-06-05,C114,Monitor,Electronics,3,51509.7,12392.43,Pune,UPI
ORD00257,2023-06-05,C289,Smartphone,Electronics,4,136239.67,13518.88,Nagpur,Debit Card
ORD00258,2023-06-06,C069,Monitor,Electronics,4,68851.86,15186.15,Nagpur,Credit Card
ORD00259,2023-06-07,C161,Headphones,Accessories,4,15867.9,2127.55,Nagpur,UPI
ORD00260,2023-06-07,C077,Printer,Office,1,12065.48,2570.01,Nagpur,Debit Card
ORD00261,2023-06-08,C082,Keyboard,Accessories,2,4776.0,924.11,Nashik,UPI
ORD00262,2023-06-08,C129,Monitor,Electronics,3,45985.67,10471.54,Nagpur,Net Banking
ORD00263,2023-06-09,C093,Monitor,Electronics,1,14877.65,2949.19,Nagpur,UPI
ORD00264,2023-06-10,C102,Laptop,Electronics,4,211170.74,30293.04,Pune,Debit Card
ORD00265,2023-06-10,C003,Tablet,Electronics,4,105774.12,16796.29,Nashik,Credit Card
ORD00266,2023-06-11,C117,Printer,Office,4,59602.87,13352.14,Nashik,Credit Card
ORD00267,2023-06-11,C228,Laptop,Electronics,4,245152.91,29867.43,Mumbai,Credit Card
ORD00268,2023-06-12,C021,Keyboard,Accessories,3,7516.46,1267.35,Mumbai,Net Banking
ORD00269,2023-06-13,C277,Keyboard,Accessories,3,8373.22,755.65,Nashik,Debit Card
ORD00270,2023-06-13,C052,Smartphone,Electronics,2,66123.22,10751.52,Mumbai,Net Banking
ORD00271,2023-06-14,C146,Monitor,Electronics,4,56310.67,10347.47,Pune,UPI
ORD00272,2023-06-14,C263,Mouse,Accessories,4,5489.22,1207.3,Amravati,Credit Card
ORD00273,2023-06-15,C298,Monitor,Electronics,1,15858.63,3407.69,Amravati,Cash
ORD00274,2023-06-16,C172,Keyboard,Accessories,2,5148.68,1117.36,Nashik,Credit Card
ORD00275,2023-06-16,C271,Monitor,Electronics,3,60102.34,12918.18,Pune,Credit Card
ORD00276,2023-06-17,C152,Laptop,Electronics,1,63067.37,14757.86,Nagpur,Credit Card
ORD00277,2023-06-17,C167,Tablet,Electronics,1,26519.61,5958.95,Pune,UPI
ORD00278,2023-06-18,C242,Smartphone,Electronics,3,92670.46,17241.9,Nashik,UPI
ORD00279,2023-06-19,C293,Tablet,Electronics,4,95015.47,9147.28,Mumbai,Cash
ORD00280,2023-06-19,C078,Monitor,Electronics,4,69115.93,13025.13,Nashik,Net Banking
ORD00281,2023-06-20,C146,Laptop,Electronics,2,118064.97,21428.55,Mumbai,Credit Card
ORD00282,2023-06-21,C241,Headphones,Accessories,1,3678.21,742.97,Mumbai,Cash
ORD00283,2023-06-21,C109,Headphones,Accessories,3,10142.92,2372.83,Amravati,Net Banking
ORD00284,2023-06-22,C136,Laptop,Electronics,4,265392.38,29887.81,Nagpur,Debit Card
ORD00285,2023-06-22,C005,Headphones,Accessories,1,3578.8,792.41,Amravati,Debit Card
ORD00286,2023-06-23,C200,Printer,Office,1,15592.38,1966.12,Pune,Debit Card
ORD00287,2023-06-24,C215,Headphones,Accessories,4,14138.04,2740.13,Amravati,Credit Card
ORD00288,2023-06-24,C286,Headphones,Accessories,1,3516.78,876.49,Amravati,Cash
ORD00289,2023-06-25,C208,Smartphone,Electronics,4,135006.9,28124.97,Pune,UPI
ORD00290,2023-06-25,C136,Monitor,Electronics,4,68959.94,5531.29,Amravati,Debit Card
ORD00291,2023-06-26,C005,Printer,Office,2,25639.98,2715.55,Amravati,Cash
ORD00292,2023-06-27,C084,Laptop,Electronics,1,54489.88,10580.02,Pune,UPI
